date,day_of_week,month,year,is_weekend,is_holiday,menu_item,units_sold,unit_price,revenue
2023-01-08,Sunday,1,2023,1,0,Dal Makhani,75,220,16500
2023-01-08,Sunday,1,2023,1,0,Gulab Jamun,52,80,4160
2023-01-08,Sunday,1,2023,1,0,Mango Lassi,63,90,5670
2023-01-08,Sunday,1,2023,1,0,Masala Dosa,92,120,11040
2023-01-08,Sunday,1,2023,1,0,Naan,165,60,9900
2023-01-08,Sunday,1,2023,1,0,Paneer Tikka,77,280,21560
2023-01-09,Monday,1,2023,0,0,Biryani,87,350,30450
2023-01-09,Monday,1,2023,0,0,Butter Chicken,70,320,22400
2023-01-09,Monday,1,2023,0,0,Dal Makhani,44,220,9680
2023-01-09,Monday,1,2023,0,0,Gulab Jamun,37,80,2960
2023-01-09,Monday,1,2023,0,0,Mango Lassi,52,90,4680
2023-01-09,Monday,1,2023,0,0,Masala Dosa,51,120,6120
2023-01-09,Monday,1,2023,0,0,Naan,108,60,6480
2023-01-09,Monday,1,2023,0,0,Paneer Tikka,55,280,15400
2023-01-10,Tuesday,1,2023,0,0,Biryani,75,350,26250
2023-01-10,Tuesday,1,2023,0,0,Butter Chicken,79,320,25280
2023-01-10,Tuesday,1,2023,0,0,Dal Makhani,54,220,11880
2023-01-10,Tuesday,1,2023,0,0,Gulab Jamun,45,80,3600
2023-01-10,Tuesday,1,2023,0,0,Mango Lassi,41,90,3690
2023-01-10,Tuesday,1,2023,0,0,Masala Dosa,67,120,8040
2023-01-10,Tuesday,1,2023,0,0,Naan,131,60,7860
2023-01-10,Tuesday,1,2023,0,0,Paneer Tikka,71,280,19880
2023-01-11,Wednesday,1,2023,0,0,Biryani,129,350,45150
2023-01-11,Wednesday,1,2023,0,0,Butter Chicken,77,320,24640
2023-01-11,Wednesday,1,2023,0,0,Dal Makhani,46,220,10120
2023-01-11,Wednesday,1,2023,0,0,Gulab Jamun,49,80,3920
2023-01-11,Wednesday,1,2023,0,0,Mango Lassi,57,90,5130
2023-01-11,Wednesday,1,2023,0,0,Masala Dosa,65,120,7800
2023-01-11,Wednesday,1,2023,0,0,Naan,117,60,7020
2023-01-11,Wednesday,1,2023,0,0,Paneer Tikka,62,280,17360
2023-01-12,Thursday,1,2023,0,0,Biryani,111,350,38850
2023-01-12,Thursday,1,2023,0,0,Butter Chicken,74,320,23680
2023-01-12,Thursday,1,2023,0,0,Dal Makhani,55,220,12100
2023-01-12,Thursday,1,2023,0,0,Gulab Jamun,42,80,3360
2023-01-12,Thursday,1,2023,0,0,Mango Lassi,45,90,4050
2023-01-12,Thursday,1,2023,0,0,Masala Dosa,67,120,8040
2023-01-12,Thursday,1,2023,0,0,Naan,119,60,7140
2023-01-12,Thursday,1,2023,0,0,Paneer Tikka,63,280,17640
2023-01-13,Friday,1,2023,0,0,Biryani,148,350,51800
2023-01-13,Friday,1,2023,0,0,Butter Chicken,111,320,35520
2023-01-13,Friday,1,2023,0,0,Dal Makhani,65,220,14300
2023-01-13,Friday,1,2023,0,0,Gulab Jamun,58,80,4640
2023-01-13,Friday,1,2023,0,0,Mango Lassi,67,90,6030
2023-01-13,Friday,1,2023,0,0,Masala Dosa,89,120,10680
2023-01-13,Friday,1,2023,0,0,Naan,145,60,8700
2023-01-13,Friday,1,2023,0,0,Paneer Tikka,83,280,23240
2023-01-14,Saturday,1,2023,1,0,Biryani,182,350,63700
2023-01-14,Saturday,1,2023,1,0,Butter Chicken,105,320,33600
2023-01-14,Saturday,1,2023,1,0,Dal Makhani,68,220,14960
2023-01-14,Saturday,1,2023,1,0,Gulab Jamun,46,80,3680
2023-01-14,Saturday,1,2023,1,0,Mango Lassi,74,90,6660
2023-01-14,Saturday,1,2023,1,0,Masala Dosa,93,120,11160
2023-01-14,Saturday,1,2023,1,0,Naan,180,60,10800
2023-01-14,Saturday,1,2023,1,0,Paneer Tikka,84,280,23520
2023-01-15,Sunday,1,2023,1,0,Biryani,145,350,50750
2023-01-15,Sunday,1,2023,1,0,Butter Chicken,108,320,34560
2023-01-15,Sunday,1,2023,1,0,Dal Makhani,69,220,15180
2023-01-15,Sunday,1,2023,1,0,Gulab Jamun,69,80,5520
2023-01-15,Sunday,1,2023,1,0,Mango Lassi,80,90,7200
2023-01-15,Sunday,1,2023,1,0,Masala Dosa,81,120,9720
2023-01-15,Sunday,1,2023,1,0,Naan,174,60,10440
2023-01-15,Sunday,1,2023,1,0,Paneer Tikka,104,280,29120
2023-01-16,Monday,1,2023,0,0,Biryani,102,350,35700
2023-01-16,Monday,1,2023,0,0,Butter Chicken,70,320,22400
2023-01-16,Monday,1,2023,0,0,Dal Makhani,33,220,7260
2023-01-16,Monday,1,2023,0,0,Gulab Jamun,31,80,2480
2023-01-16,Monday,1,2023,0,0,Mango Lassi,41,90,3690
2023-01-16,Monday,1,2023,0,0,Masala Dosa,70,120,8400
2023-01-16,Monday,1,2023,0,0,Naan,111,60,6660
2023-01-16,Monday,1,2023,0,0,Paneer Tikka,42,280,11760
2023-01-17,Tuesday,1,2023,0,0,Biryani,89,350,31150
2023-01-17,Tuesday,1,2023,0,0,Butter Chicken,80,320,25600
2023-01-17,Tuesday,1,2023,0,0,Dal Makhani,50,220,11000
2023-01-17,Tuesday,1,2023,0,0,Gulab Jamun,40,80,3200
2023-01-17,Tuesday,1,2023,0,0,Mango Lassi,65,90,5850
2023-01-17,Tuesday,1,2023,0,0,Masala Dosa,73,120,8760
2023-01-17,Tuesday,1,2023,0,0,Naan,113,60,6780
2023-01-17,Tuesday,1,2023,0,0,Paneer Tikka,56,280,15680
2023-01-18,Wednesday,1,2023,0,0,Biryani,120,350,42000
2023-01-18,Wednesday,1,2023,0,0,Butter Chicken,72,320,23040
2023-01-18,Wednesday,1,2023,0,0,Dal Makhani,42,220,9240
2023-01-18,Wednesday,1,2023,0,0,Gulab Jamun,36,80,2880
2023-01-18,Wednesday,1,2023,0,0,Mango Lassi,56,90,5040
2023-01-18,Wednesday,1,2023,0,0,Masala Dosa,80,120,9600
2023-01-18,Wednesday,1,2023,0,0,Naan,133,60,7980
2023-01-18,Wednesday,1,2023,0,0,Paneer Tikka,57,280,15960
2023-01-19,Thursday,1,2023,0,0,Biryani,93,350,32550
2023-01-19,Thursday,1,2023,0,0,Butter Chicken,82,320,26240
2023-01-19,Thursday,1,2023,0,0,Dal Makhani,42,220,9240
2023-01-19,Thursday,1,2023,0,0,Gulab Jamun,46,80,3680
2023-01-19,Thursday,1,2023,0,0,Mango Lassi,57,90,5130
2023-01-19,Thursday,1,2023,0,0,Masala Dosa,72,120,8640
2023-01-19,Thursday,1,2023,0,0,Naan,138,60,8280
2023-01-19,Thursday,1,2023,0,0,Paneer Tikka,65,280,18200
2023-01-20,Friday,1,2023,0,0,Biryani,153,350,53550
2023-01-20,Friday,1,2023,0,0,Butter Chicken,99,320,31680
2023-01-20,Friday,1,2023,0,0,Dal Makhani,61,220,13420
2023-01-20,Friday,1,2023,0,0,Gulab Jamun,52,80,4160
2023-01-20,Friday,1,2023,0,0,Mango Lassi,80,90,7200
2023-01-20,Friday,1,2023,0,0,Masala Dosa,99,120,11880
2023-01-20,Friday,1,2023,0,0,Naan,214,60,12840
2023-01-20,Friday,1,2023,0,0,Paneer Tikka,83,280,23240
2023-01-21,Saturday,1,2023,1,0,Biryani,169,350,59150
2023-01-21,Saturday,1,2023,1,0,Butter Chicken,95,320,30400
2023-01-21,Saturday,1,2023,1,0,Dal Makhani,60,220,13200
2023-01-21,Saturday,1,2023,1,0,Gulab Jamun,66,80,5280
2023-01-21,Saturday,1,2023,1,0,Mango Lassi,91,90,8190
2023-01-21,Saturday,1,2023,1,0,Masala Dosa,99,120,11880
2023-01-21,Saturday,1,2023,1,0,Naan,195,60,11700
2023-01-21,Saturday,1,2023,1,0,Paneer Tikka,88,280,24640
2023-01-22,Sunday,1,2023,1,0,Biryani,132,350,46200
2023-01-22,Sunday,1,2023,1,0,Butter Chicken,104,320,33280
2023-01-22,Sunday,1,2023,1,0,Dal Makhani,60,220,13200
2023-01-22,Sunday,1,2023,1,0,Gulab Jamun,62,80,4960
2023-01-22,Sunday,1,2023,1,0,Mango Lassi,81,90,7290
2023-01-22,Sunday,1,2023,1,0,Masala Dosa,98,120,11760
2023-01-22,Sunday,1,2023,1,0,Naan,173,60,10380
2023-01-22,Sunday,1,2023,1,0,Paneer Tikka,73,280,20440
2023-01-23,Monday,1,2023,0,0,Biryani,85,350,29750
2023-01-23,Monday,1,2023,0,0,Butter Chicken,64,320,20480
2023-01-23,Monday,1,2023,0,0,Dal Makhani,53,220,11660
2023-01-23,Monday,1,2023,0,0,Gulab Jamun,31,80,2480
2023-01-23,Monday,1,2023,0,0,Mango Lassi,46,90,4140
2023-01-23,Monday,1,2023,0,0,Masala Dosa,50,120,6000
2023-01-23,Monday,1,2023,0,0,Naan,111,60,6660
2023-01-23,Monday,1,2023,0,0,Paneer Tikka,56,280,15680
2023-01-24,Tuesday,1,2023,0,0,Biryani,116,350,40600
2023-01-24,Tuesday,1,2023,0,0,Butter Chicken,77,320,24640
2023-01-24,Tuesday,1,2023,0,0,Dal Makhani,49,220,10780
2023-01-24,Tuesday,1,2023,0,0,Gulab Jamun,42,80,3360
2023-01-24,Tuesday,1,2023,0,0,Mango Lassi,60,90,5400
2023-01-24,Tuesday,1,2023,0,0,Masala Dosa,57,120,6840
2023-01-24,Tuesday,1,2023,0,0,Naan,116,60,6960
2023-01-24,Tuesday,1,2023,0,0,Paneer Tikka,65,280,18200
2023-01-25,Wednesday,1,2023,0,0,Biryani,112,350,39200
2023-01-25,Wednesday,1,2023,0,0,Butter Chicken,82,320,26240
2023-01-25,Wednesday,1,2023,0,0,Dal Makhani,52,220,11440
2023-01-25,Wednesday,1,2023,0,0,Gulab Jamun,45,80,3600
2023-01-25,Wednesday,1,2023,0,0,Mango Lassi,47,90,4230
2023-01-25,Wednesday,1,2023,0,0,Masala Dosa,71,120,8520
2023-01-25,Wednesday,1,2023,0,0,Naan,116,60,6960
2023-01-25,Wednesday,1,2023,0,0,Paneer Tikka,51,280,14280
2023-01-26,Thursday,1,2023,0,1,Biryani,192,350,67200
2023-01-26,Thursday,1,2023,0,1,Butter Chicken,129,320,41280
2023-01-26,Thursday,1,2023,0,1,Dal Makhani,87,220,19140
2023-01-26,Thursday,1,2023,0,1,Gulab Jamun,74,80,5920
2023-01-26,Thursday,1,2023,0,1,Mango Lassi,90,90,8100
2023-01-26,Thursday,1,2023,0,1,Masala Dosa,96,120,11520
2023-01-26,Thursday,1,2023,0,1,Naan,168,60,10080
2023-01-26,Thursday,1,2023,0,1,Paneer Tikka,99,280,27720
2023-01-27,Friday,1,2023,0,0,Biryani,158,350,55300
2023-01-27,Friday,1,2023,0,0,Butter Chicken,114,320,36480
2023-01-27,Friday,1,2023,0,0,Dal Makhani,76,220,16720
2023-01-27,Friday,1,2023,0,0,Gulab Jamun,58,80,4640
2023-01-27,Friday,1,2023,0,0,Mango Lassi,81,90,7290
2023-01-27,Friday,1,2023,0,0,Masala Dosa,101,120,12120
2023-01-27,Friday,1,2023,0,0,Naan,195,60,11700
2023-01-27,Friday,1,2023,0,0,Paneer Tikka,118,280,33040
2023-01-28,Saturday,1,2023,1,0,Biryani,139,350,48650
2023-01-28,Saturday,1,2023,1,0,Butter Chicken,97,320,31040
2023-01-28,Saturday,1,2023,1,0,Dal Makhani,68,220,14960
2023-01-28,Saturday,1,2023,1,0,Gulab Jamun,65,80,5200
2023-01-28,Saturday,1,2023,1,0,Mango Lassi,59,90,5310
2023-01-28,Saturday,1,2023,1,0,Masala Dosa,73,120,8760
2023-01-28,Saturday,1,2023,1,0,Naan,224,60,13440
2023-01-28,Saturday,1,2023,1,0,Paneer Tikka,78,280,21840
2023-01-29,Sunday,1,2023,1,0,Biryani,149,350,52150
2023-01-29,Sunday,1,2023,1,0,Butter Chicken,101,320,32320
2023-01-29,Sunday,1,2023,1,0,Dal Makhani,58,220,12760
2023-01-29,Sunday,1,2023,1,0,Gulab Jamun,55,80,4400
2023-01-29,Sunday,1,2023,1,0,Mango Lassi,76,90,6840
2023-01-29,Sunday,1,2023,1,0,Masala Dosa,102,120,12240
2023-01-29,Sunday,1,2023,1,0,Naan,160,60,9600
2023-01-29,Sunday,1,2023,1,0,Paneer Tikka,91,280,25480
2023-01-30,Monday,1,2023,0,0,Biryani,110,350,38500
2023-01-30,Monday,1,2023,0,0,Butter Chicken,64,320,20480
2023-01-30,Monday,1,2023,0,0,Dal Makhani,43,220,9460
2023-01-30,Monday,1,2023,0,0,Gulab Jamun,33,80,2640
2023-01-30,Monday,1,2023,0,0,Mango Lassi,48,90,4320
2023-01-30,Monday,1,2023,0,0,Masala Dosa,57,120,6840
2023-01-30,Monday,1,2023,0,0,Naan,78,60,4680
2023-01-30,Monday,1,2023,0,0,Paneer Tikka,44,280,12320
2023-01-31,Tuesday,1,2023,0,0,Biryani,116,350,40600
2023-01-31,Tuesday,1,2023,0,0,Butter Chicken,72,320,23040
2023-01-31,Tuesday,1,2023,0,0,Dal Makhani,55,220,12100
2023-01-31,Tuesday,1,2023,0,0,Gulab Jamun,42,80,3360
2023-01-31,Tuesday,1,2023,0,0,Mango Lassi,50,90,4500
2023-01-31,Tuesday,1,2023,0,0,Masala Dosa,67,120,8040
2023-01-31,Tuesday,1,2023,0,0,Naan,111,60,6660
2023-01-31,Tuesday,1,2023,0,0,Paneer Tikka,59,280,16520
2023-02-01,Wednesday,2,2023,0,0,Biryani,95,350,33250
2023-02-01,Wednesday,2,2023,0,0,Butter Chicken,98,320,31360
2023-02-01,Wednesday,2,2023,0,0,Dal Makhani,56,220,12320
2023-02-01,Wednesday,2,2023,0,0,Gulab Jamun,37,80,2960
2023-02-01,Wednesday,2,2023,0,0,Mango Lassi,52,90,4680
2023-02-01,Wednesday,2,2023,0,0,Masala Dosa,80,120,9600
2023-02-01,Wednesday,2,2023,0,0,Naan,166,60,9960
2023-02-01,Wednesday,2,2023,0,0,Paneer Tikka,64,280,17920
2023-02-02,Thursday,2,2023,0,0,Biryani,118,350,41300
2023-02-02,Thursday,2,2023,0,0,Butter Chicken,94,320,30080
2023-02-02,Thursday,2,2023,0,0,Dal Makhani,55,220,12100
2023-02-02,Thursday,2,2023,0,0,Gulab Jamun,28,80,2240
2023-02-02,Thursday,2,2023,0,0,Mango Lassi,49,90,4410
2023-02-02,Thursday,2,2023,0,0,Masala Dosa,70,120,8400
2023-02-02,Thursday,2,2023,0,0,Naan,117,60,7020
2023-02-02,Thursday,2,2023,0,0,Paneer Tikka,56,280,15680
2023-02-03,Friday,2,2023,0,0,Biryani,181,350,63350
2023-02-03,Friday,2,2023,0,0,Butter Chicken,106,320,33920
2023-02-03,Friday,2,2023,0,0,Dal Makhani,57,220,12540
2023-02-03,Friday,2,2023,0,0,Gulab Jamun,72,80,5760
2023-02-03,Friday,2,2023,0,0,Mango Lassi,62,90,5580
2023-02-03,Friday,2,2023,0,0,Masala Dosa,97,120,11640
2023-02-03,Friday,2,2023,0,0,Naan,169,60,10140
2023-02-03,Friday,2,2023,0,0,Paneer Tikka,70,280,19600
2023-02-04,Saturday,2,2023,1,0,Biryani,133,350,46550
2023-02-04,Saturday,2,2023,1,0,Butter Chicken,125,320,40000
2023-02-04,Saturday,2,2023,1,0,Dal Makhani,72,220,15840
2023-02-04,Saturday,2,2023,1,0,Gulab Jamun,62,80,4960
2023-02-04,Saturday,2,2023,1,0,Mango Lassi,72,90,6480
2023-02-04,Saturday,2,2023,1,0,Masala Dosa,89,120,10680
2023-02-04,Saturday,2,2023,1,0,Naan,183,60,10980
2023-02-04,Saturday,2,2023,1,0,Paneer Tikka,82,280,22960
2023-02-05,Sunday,2,2023,1,0,Biryani,180,350,63000
2023-02-05,Sunday,2,2023,1,0,Butter Chicken,111,320,35520
2023-02-05,Sunday,2,2023,1,0,Dal Makhani,58,220,12760
2023-02-05,Sunday,2,2023,1,0,Gulab Jamun,60,80,4800
2023-02-05,Sunday,2,2023,1,0,Mango Lassi,81,90,7290
2023-02-05,Sunday,2,2023,1,0,Masala Dosa,73,120,8760
2023-02-05,Sunday,2,2023,1,0,Naan,224,60,13440
2023-02-05,Sunday,2,2023,1,0,Paneer Tikka,89,280,24920
2023-02-06,Monday,2,2023,0,0,Biryani,87,350,30450
2023-02-06,Monday,2,2023,0,0,Butter Chicken,67,320,21440
2023-02-06,Monday,2,2023,0,0,Dal Makhani,38,220,8360
2023-02-06,Monday,2,2023,0,0,Gulab Jamun,38,80,3040
2023-02-06,Monday,2,2023,0,0,Mango Lassi,41,90,3690
2023-02-06,Monday,2,2023,0,0,Masala Dosa,62,120,7440
2023-02-06,Monday,2,2023,0,0,Naan,98,60,5880
2023-02-06,Monday,2,2023,0,0,Paneer Tikka,45,280,12600
2023-02-07,Tuesday,2,2023,0,0,Biryani,123,350,43050
2023-02-07,Tuesday,2,2023,0,0,Butter Chicken,90,320,28800
2023-02-07,Tuesday,2,2023,0,0,Dal Makhani,54,220,11880
2023-02-07,Tuesday,2,2023,0,0,Gulab Jamun,50,80,4000
2023-02-07,Tuesday,2,2023,0,0,Mango Lassi,60,90,5400
2023-02-07,Tuesday,2,2023,0,0,Masala Dosa,66,120,7920
2023-02-07,Tuesday,2,2023,0,0,Naan,119,60,7140
2023-02-07,Tuesday,2,2023,0,0,Paneer Tikka,63,280,17640
2023-02-08,Wednesday,2,2023,0,0,Biryani,129,350,45150
2023-02-08,Wednesday,2,2023,0,0,Butter Chicken,81,320,25920
2023-02-08,Wednesday,2,2023,0,0,Dal Makhani,47,220,10340
2023-02-08,Wednesday,2,2023,0,0,Gulab Jamun,44,80,3520
2023-02-08,Wednesday,2,2023,0,0,Mango Lassi,63,90,5670
2023-02-08,Wednesday,2,2023,0,0,Masala Dosa,69,120,8280
2023-02-08,Wednesday,2,2023,0,0,Naan,141,60,8460
2023-02-08,Wednesday,2,2023,0,0,Paneer Tikka,62,280,17360
2023-02-09,Thursday,2,2023,0,0,Biryani,129,350,45150
2023-02-09,Thursday,2,2023,0,0,Butter Chicken,89,320,28480
2023-02-09,Thursday,2,2023,0,0,Dal Makhani,51,220,11220
2023-02-09,Thursday,2,2023,0,0,Gulab Jamun,47,80,3760
2023-02-09,Thursday,2,2023,0,0,Mango Lassi,55,90,4950
2023-02-09,Thursday,2,2023,0,0,Masala Dosa,68,120,8160
2023-02-09,Thursday,2,2023,0,0,Naan,143,60,8580
2023-02-09,Thursday,2,2023,0,0,Paneer Tikka,67,280,18760
2023-02-10,Friday,2,2023,0,0,Biryani,136,350,47600
2023-02-10,Friday,2,2023,0,0,Butter Chicken,111,320,35520
2023-02-10,Friday,2,2023,0,0,Dal Makhani,86,220,18920
2023-02-10,Friday,2,2023,0,0,Gulab Jamun,70,80,5600
2023-02-10,Friday,2,2023,0,0,Mango Lassi,82,90,7380
2023-02-10,Friday,2,2023,0,0,Masala Dosa,82,120,9840
2023-02-10,Friday,2,2023,0,0,Naan,157,60,9420
2023-02-10,Friday,2,2023,0,0,Paneer Tikka,88,280,24640
2023-02-11,Saturday,2,2023,1,0,Biryani,151,350,52850
2023-02-11,Saturday,2,2023,1,0,Butter Chicken,118,320,37760
2023-02-11,Saturday,2,2023,1,0,Dal Makhani,61,220,13420
2023-02-11,Saturday,2,2023,1,0,Gulab Jamun,69,80,5520
2023-02-11,Saturday,2,2023,1,0,Mango Lassi,74,90,6660
2023-02-11,Saturday,2,2023,1,0,Masala Dosa,88,120,10560
2023-02-11,Saturday,2,2023,1,0,Naan,180,60,10800
2023-02-11,Saturday,2,2023,1,0,Paneer Tikka,88,280,24640
2023-02-12,Sunday,2,2023,1,0,Biryani,158,350,55300
2023-02-12,Sunday,2,2023,1,0,Butter Chicken,99,320,31680
2023-02-12,Sunday,2,2023,1,0,Dal Makhani,64,220,14080
2023-02-12,Sunday,2,2023,1,0,Gulab Jamun,63,80,5040
2023-02-12,Sunday,2,2023,1,0,Mango Lassi,71,90,6390
2023-02-12,Sunday,2,2023,1,0,Masala Dosa,99,120,11880
2023-02-12,Sunday,2,2023,1,0,Naan,161,60,9660
2023-02-12,Sunday,2,2023,1,0,Paneer Tikka,79,280,22120
2023-02-13,Monday,2,2023,0,0,Biryani,74,350,25900
2023-02-13,Monday,2,2023,0,0,Butter Chicken,61,320,19520
2023-02-13,Monday,2,2023,0,0,Dal Makhani,33,220,7260
2023-02-13,Monday,2,2023,0,0,Gulab Jamun,38,80,3040
2023-02-13,Monday,2,2023,0,0,Mango Lassi,52,90,4680
2023-02-13,Monday,2,2023,0,0,Masala Dosa,55,120,6600
2023-02-13,Monday,2,2023,0,0,Naan,96,60,5760
2023-02-13,Monday,2,2023,0,0,Paneer Tikka,50,280,14000
2023-02-14,Tuesday,2,2023,0,0,Biryani,111,350,38850
2023-02-14,Tuesday,2,2023,0,0,Butter Chicken,89,320,28480
2023-02-14,Tuesday,2,2023,0,0,Dal Makhani,44,220,9680
2023-02-14,Tuesday,2,2023,0,0,Gulab Jamun,47,80,3760
2023-02-14,Tuesday,2,2023,0,0,Mango Lassi,50,90,4500
2023-02-14,Tuesday,2,2023,0,0,Masala Dosa,68,120,8160
2023-02-14,Tuesday,2,2023,0,0,Naan,132,60,7920
2023-02-14,Tuesday,2,2023,0,0,Paneer Tikka,60,280,16800
2023-02-15,Wednesday,2,2023,0,0,Biryani,110,350,38500
2023-02-15,Wednesday,2,2023,0,0,Butter Chicken,86,320,27520
2023-02-15,Wednesday,2,2023,0,0,Dal Makhani,53,220,11660
2023-02-15,Wednesday,2,2023,0,0,Gulab Jamun,47,80,3760
2023-02-15,Wednesday,2,2023,0,0,Mango Lassi,56,90,5040
2023-02-15,Wednesday,2,2023,0,0,Masala Dosa,67,120,8040
2023-02-15,Wednesday,2,2023,0,0,Naan,143,60,8580
2023-02-15,Wednesday,2,2023,0,0,Paneer Tikka,72,280,20160
2023-02-16,Thursday,2,2023,0,0,Biryani,112,350,39200
2023-02-16,Thursday,2,2023,0,0,Butter Chicken,82,320,26240
2023-02-16,Thursday,2,2023,0,0,Dal Makhani,54,220,11880
2023-02-16,Thursday,2,2023,0,0,Gulab Jamun,57,80,4560
2023-02-16,Thursday,2,2023,0,0,Mango Lassi,50,90,4500
2023-02-16,Thursday,2,2023,0,0,Masala Dosa,79,120,9480
2023-02-16,Thursday,2,2023,0,0,Naan,155,60,9300
2023-02-16,Thursday,2,2023,0,0,Paneer Tikka,55,280,15400
2023-02-17,Friday,2,2023,0,0,Biryani,191,350,66850
2023-02-17,Friday,2,2023,0,0,Butter Chicken,121,320,38720
2023-02-17,Friday,2,2023,0,0,Dal Makhani,62,220,13640
2023-02-17,Friday,2,2023,0,0,Gulab Jamun,46,80,3680
2023-02-17,Friday,2,2023,0,0,Mango Lassi,70,90,6300
2023-02-17,Friday,2,2023,0,0,Masala Dosa,89,120,10680
2023-02-17,Friday,2,2023,0,0,Naan,160,60,9600
2023-02-17,Friday,2,2023,0,0,Paneer Tikka,84,280,23520
2023-02-18,Saturday,2,2023,1,0,Biryani,157,350,54950
2023-02-18,Saturday,2,2023,1,0,Butter Chicken,100,320,32000
2023-02-18,Saturday,2,2023,1,0,Dal Makhani,84,220,18480
2023-02-18,Saturday,2,2023,1,0,Gulab Jamun,55,80,4400
2023-02-18,Saturday,2,2023,1,0,Mango Lassi,80,90,7200
2023-02-18,Saturday,2,2023,1,0,Masala Dosa,89,120,10680
2023-02-18,Saturday,2,2023,1,0,Naan,199,60,11940
2023-02-18,Saturday,2,2023,1,0,Paneer Tikka,84,280,23520
2023-02-19,Sunday,2,2023,1,0,Biryani,172,350,60200
